                                                                                                              
Stock Marke                                                                                                    Cyclically
Robert J. S                                                                                                      Adjusted
                                                                                                                    Price
                                               Consumer                                                          Earnings
                   S&P                            Price                  Long                                       Ratio
                 Comp.   Dividend   Earnings      Index     Date     Interest       Real       Real       Real   P/E10 or
       Date          P          D          E        CPI   Fraction  Rate GS10      Price   Dividend   Earnings       CAPE
    1939.11      12.67       0.60       0.87      14.00    1939.87       2.24     210.73       9.98      14.47      16.60
    1939.12      12.37       0.62       0.90      14.00    1939.96       2.22     205.74      10.31      14.97      16.28
    1940.01      12.30       0.62       0.93      13.90    1940.04       2.21     206.05      10.44      15.58      16.38
    1940.02      12.22       0.63       0.96      14.00    1940.12       2.19     203.24      10.42      15.97      16.22
    1940.03      12.15       0.63       0.99      14.00    1940.21       2.17     202.08      10.48      16.47      16.17
    1940.04      12.27       0.64       1.01      14.00    1940.29       2.15     204.08      10.59      16.74      16.37
    1940.05      10.58       0.64       1.02      14.00    1940.37       2.12     175.97      10.70      17.02      14.14
    1940.06       9.67       0.65       1.04      14.10    1940.46       2.10     159.69      10.73      17.17      12.84
    1940.07       9.99       0.66       1.05      14.00    1940.54       2.08     166.16      10.92      17.52      13.37
    1940.08      10.20       0.66       1.07      14.00    1940.62       2.06     169.65      11.03      17.74      13.65
    1940.09      10.63       0.67       1.08      14.00    1940.71       2.04     176.80      11.14      17.96      14.21
     1940.1      10.73       0.67       1.07      14.00    1940.79       2.02     178.46      11.14      17.80      14.33
    1940.11      10.98       0.67       1.06      14.00    1940.87       1.99     182.62      11.14      17.63      14.64
    1940.12      10.53       0.67       1.05      14.10    1940.96       1.97     173.89      11.06      17.34      13.91
    1941.01      10.55       0.67       1.05      14.10    1941.04       1.95     174.22      11.12      17.39      13.90
    1941.02       9.89       0.68       1.06      14.10    1941.12       1.99     163.33      11.17      17.45      13.00
    1941.03       9.95       0.68       1.06      14.20    1941.21       2.04     163.16      11.15      17.38      12.96
    1941.04       9.64       0.68       1.07      14.30    1941.29       2.08     156.97      11.13      17.42      12.43
    1941.05       9.43       0.69       1.08      14.40    1941.37       2.12     152.48      11.10      17.46      12.04
    1941.06       9.76       0.69       1.09      14.70    1941.46       2.16     154.60      10.93      17.27      12.16
    1941.07      10.26       0.69       1.12      14.70    1941.54       2.21     162.52      10.98      17.79      12.74
    1941.08      10.21       0.70       1.16      14.90    1941.62       2.25     159.56      10.89      18.08      12.46
    1941.09      10.24       0.70       1.19      15.10    1941.71       2.29     157.91      10.79      18.35      12.28
     1941.1       9.83       0.70       1.18      15.30    1941.79       2.33     149.60      10.70      17.96      11.58
    1941.11       9.37       0.71       1.17      15.40    1941.87       2.38     141.68      10.68      17.69      10.91
    1941.12       8.76       0.71       1.16      15.50    1941.96       2.42     131.60      10.67      17.43      10.09
    1942.01       8.93       0.70       1.12      15.70    1942.04       2.46     132.44      10.43      16.61      10.10
    1942.02       8.65       0.70       1.08      15.80    1942.12       2.46     127.48      10.27      15.92       9.68
    1942.03       8.18       0.69       1.04      16.00    1942.21       2.46     119.04      10.04      15.14       9.00
    1942.04       7.84       0.68       1.02      16.10    1942.29       2.46     113.39       9.83      14.75       8.54
    1942.05       7.93       0.67       1.00      16.30    1942.37       2.46     113.28       9.57      14.29       8.51
    1942.06       8.33       0.66       0.98      16.30    1942.46       2.46     119.00       9.43      14.00       8.91
    1942.07       8.64       0.65       0.97      16.40    1942.54       2.47     122.67       9.18      13.72       9.15
    1942.08       8.59       0.63       0.95      16.50    1942.62       2.47     121.22       8.94      13.45       9.01
    1942.09       8.68       0.62       0.94      16.50    1942.71       2.47     122.49       8.75      13.27       9.08
     1942.1       9.32       0.61       0.97      16.70    1942.79       2.47     129.95       8.51      13.52       9.60
    1942.11       9.47       0.60       1.00      16.80    1942.87       2.47     131.26       8.32      13.86       9.66
    1942.12       9.52       0.59       1.03      16.90    1942.96       2.47     131.17       8.13      14.19       9.62
    1943.01      10.09       0.59       1.04      16.90    1943.04       2.47     139.02       8.13      14.38      10.15
    1943.02      10.69       0.59       1.06      16.90    1943.12       2.47     147.29       8.13      14.56      10.71
    1943.03      11.07       0.59       1.07      17.20    1943.21       2.47     149.86       7.99      14.49      10.85
    1943.04      11.44       0.59       1.08      17.40    1943.29       2.47     153.09       7.90      14.45      11.04
    1943.05      11.89       0.59       1.09      17.50    1943.37       2.47     158.20       7.85      14.50      11.36
    1943.06      12.10       0.59       1.10      17.50    1943.46       2.47     161.00       7.85      14.64      11.52
    1943.07      12.35       0.59       1.09      17.40    1943.54       2.48     165.27       7.94      14.63      11.77
    1943.08      11.74       0.60       1.09      17.30    1943.62       2.48     158.01       8.03      14.63      11.21
    1943.09      11.99       0.60       1.08      17.40    1943.71       2.48     160.45       8.03      14.45      11.34
     1943.1      11.88       0.60       1.03      17.40    1943.79       2.48     158.98       8.07      13.83      11.19
    1943.11      11.33       0.61       0.99      17.40    1943.87       2.48     151.62       8.12      13.20      10.63
    1943.12      11.48       0.61       0.94      17.40    1943.96       2.48     153.63       8.16      12.58      10.74
    1944.01      11.85       0.61       0.94      17.40    1944.04       2.48     158.58       8.21      12.53      11.05
    1944.02      11.77       0.62       0.93      17.40    1944.12       2.47     157.51       8.25      12.49      10.95
    1944.03      12.10       0.62       0.93      17.40    1944.21       2.46     161.92       8.30      12.45      11.22
    1944.04      11.89       0.62       0.93      17.50    1944.29       2.45     158.20       8.29      12.33      10.94
    1944.05      12.10       0.63       0.92      17.50    1944.37       2.44     161.00       8.34      12.29      11.10
    1944.06      12.67       0.63       0.92      17.60    1944.46       2.43     167.63       8.33      12.17      11.53
    1944.07      13.00       0.63       0.91      17.70    1944.54       2.43     171.02       8.33      12.02      11.74
    1944.08      12.81       0.64       0.91      17.70    1944.62       2.42     168.52       8.38      11.93      11.54
    1944.09      12.60       0.64       0.90      17.70    1944.71       2.41     165.76       8.42      11.84      11.33
     1944.1      12.91       0.64       0.91      17.70    1944.79       2.40     169.84       8.42      11.97      11.58
    1944.11      12.82       0.64       0.92      17.70    1944.87       2.39     168.65       8.42      12.10      11.48
    1944.12      13.10       0.64       0.93      17.80    1944.96       2.38     171.37       8.37      12.17      11.64
    1945.01      13.49       0.64       0.94      17.80    1945.04       2.37     176.47       8.42      12.30      11.96
    1945.02      13.94       0.65       0.95      17.80    1945.12       2.36     182.36       8.46      12.43      12.34
    1945.03      13.93       0.65       0.96      17.80    1945.21       2.34     182.22       8.50      12.56      12.32
    1945.04      14.28       0.65       0.97      17.80    1945.29       2.33     186.80       8.50      12.73      12.63
    1945.05      14.82       0.65       0.99      17.90    1945.37       2.31     192.78       8.46      12.83      13.04
    1945.06      15.09       0.65       1.00      18.10    1945.46       2.30     194.13       8.36      12.86      13.13
    1945.07      14.78       0.65       1.00      18.10    1945.54       2.28     190.14       8.40      12.82      12.87
    1945.08      14.83       0.66       0.99      18.10    1945.62       2.27     190.78       8.45      12.78      12.92
    1945.09      15.84       0.66       0.99      18.10    1945.71       2.25     203.78       8.49      12.74      13.80
     1945.1      16.50       0.66       0.98      18.10    1945.79       2.24     212.27       8.49      12.61      14.37
    1945.11      17.04       0.66       0.97      18.10    1945.87       2.22     219.21       8.49      12.48      14.85
    1945.12      17.33       0.66       0.96      18.20    1945.96       2.21     221.72       8.44      12.28      15.02
    1946.01      18.02       0.67       0.94      18.20    1946.04       2.19     230.55       8.53      12.03      15.62
    1946.02      18.07       0.67       0.92      18.10    1946.12       2.20     232.46       8.66      11.84      15.76
    1946.03      17.53       0.68       0.90      18.30    1946.21       2.20     223.05       8.65      11.45      15.13
    1946.04      18.66       0.68       0.88      18.40    1946.29       2.21     236.14       8.61      11.14      16.04
    1946.05      18.70       0.68       0.86      18.50    1946.37       2.21     235.37       8.56      10.82      16.01
    1946.06      18.58       0.68       0.84      18.70    1946.46       2.22     231.36       8.47      10.46      15.77
    1946.07      18.05       0.68       0.86      19.80    1946.54       2.22     212.27       8.04      10.07      14.51
    1946.08      17.70       0.69       0.87      20.20    1946.62       2.23     204.03       7.92      10.07      13.98
    1946.09      15.09       0.69       0.89      20.40    1946.71       2.23     172.24       7.88      10.16      11.84
     1946.1      14.75       0.70       0.95      20.80    1946.79       2.24     165.12       7.80      10.60      11.39
    1946.11      14.69       0.70       1.00      21.30    1946.87       2.24     160.59       7.69      10.97      11.11
    1946.12      15.13       0.71       1.06      21.50    1946.96       2.25     163.86       7.69      11.48      11.37
    1947.01      15.21       0.71       1.13      21.50    1947.04       2.25     164.73       7.73      12.24      11.47
    1947.02      15.80       0.72       1.20      21.50    1947.12       2.27     171.12       7.76      13.00      11.95
    1947.03      15.16       0.72       1.27      21.90    1947.21       2.28     161.19       7.66      13.50      11.29
    1947.04      14.60       0.73       1.33      21.90    1947.29       2.30     155.23       7.80      14.11      10.90
    1947.05      14.34       0.75       1.38      21.90    1947.37       2.31     152.47       7.94      14.71      10.73
    1947.06      14.84       0.76       1.44      22.00    1947.46       2.33     157.07       8.04      15.24      11.08
    1947.07      15.77       0.77       1.48      22.20    1947.54       2.35     165.41       8.08      15.49      11.70
    1947.08      15.46       0.78       1.51      22.50    1947.62       2.36     159.99       8.07      15.66      11.34
    1947.09      15.06       0.79       1.55      23.00    1947.71       2.38     152.47       8.00      15.69      10.83
     1947.1      15.45       0.81       1.57      23.00    1947.79       2.39     156.41       8.17      15.89      11.13
    1947.11      15.27       0.82       1.59      23.10    1947.87       2.41     153.92       8.30      16.03      10.98
    1947.12      15.03       0.84       1.61      23.40    1947.96       2.42     149.56       8.36      16.02      10.68
    1948.01      14.83       0.84       1.64      23.70    1948.04       2.44     145.70       8.29      16.15      10.42
    1948.02      14.10       0.85       1.68      23.50    1948.12       2.43     139.71       8.39      16.61      10.00
    1948.03      14.30       0.85       1.71      23.40    1948.21       2.42     142.30       8.46      17.02      10.19
    1948.04      15.40       0.85       1.76      23.80    1948.29       2.41     150.67       8.32      17.22      10.78
    1948.05      16.15       0.85       1.81      23.90    1948.37       2.40     157.34       8.28      17.63      11.24
    1948.06      16.82       0.85       1.86      24.10    1948.46       2.39     162.51       8.21      17.97      11.58
    1948.07      16.42       0.86       1.93      24.40    1948.54       2.38     156.70       8.18      18.42      11.13
    1948.08      15.94       0.86       2.00      24.50    1948.62       2.36     151.50       8.21      19.01      10.72
    1948.09      15.76       0.87       2.07      24.50    1948.71       2.35     149.78       8.27      19.67      10.55
     1948.1      16.19       0.89       2.14      24.40    1948.79       2.34     154.50       8.49      20.45      10.83
    1948.11      15.29       0.91       2.22      24.20    1948.87       2.33     147.12       8.76      21.33      10.25
    1948.12      15.19       0.93       2.29      24.10    1948.96       2.32     146.76       8.99      22.13      10.16
    1949.01      15.36       0.95       2.32      24.00    1949.04       2.31     149.02       9.18      22.51      10.25
    1949.02      14.77       0.96       2.35      23.80    1949.12       2.31     144.50       9.42      22.99       9.87
    1949.03      14.91       0.98       2.38      23.80    1949.21       2.31     145.87       9.59      23.29       9.90
    1949.04      14.89       0.99       2.39      23.90    1949.29       2.31     145.07       9.68      23.25       9.78
    1949.05      14.78       1.01       2.39      23.80    1949.37       2.31     144.60       9.85      23.42       9.69
    1949.06      13.97       1.02       2.40      23.90    1949.46       2.31     136.11       9.94      23.38       9.07
    1949.07      14.76       1.03       2.40      23.70    1949.54       2.32     145.02      10.09      23.55       9.61
    1949.08      15.29       1.03       2.39      23.80    1949.62       2.32     149.59      10.11      23.42       9.85
    1949.09      15.49       1.04       2.39      23.90    1949.71       2.32     150.91      10.13      23.29       9.88
     1949.1      15.89       1.07       2.37      23.70    1949.79       2.32     156.12      10.55      23.25      10.17
    1949.11      16.11       1.11       2.34      23.80    1949.87       2.32     157.61      10.83      22.93      10.22
    1949.12      16.54       1.14       2.32      23.60    1949.96       2.32     163.19      11.25      22.89      10.53
    1950.01      16.88       1.15       2.34      23.50    1950.04       2.32     167.26      11.39      23.15      10.75
    1950.02      17.21       1.16       2.35      23.50    1950.12       2.34     170.53      11.49      23.32      10.91
    1950.03      17.35       1.17       2.37      23.60    1950.21       2.36     171.18      11.54      23.38      10.91
    1950.04      17.84       1.18       2.43      23.60    1950.29       2.38     176.02      11.64      23.94      11.18
    1950.05      18.44       1.19       2.48      23.70    1950.37       2.40     181.17      11.69      24.40      11.46
    1950.06      18.74       1.20       2.54      23.80    1950.46       2.42     183.34      11.74      24.85      11.55
    1950.07      17.38       1.24       2.60      24.10    1950.54       2.45     167.92      12.01      25.12      10.54
    1950.08      18.43       1.29       2.66      24.30    1950.62       2.47     176.60      12.33      25.49      11.04
    1950.09      19.08       1.33       2.72      24.40    1950.71       2.49     182.08      12.69      25.96      11.34
     1950.1      19.87       1.38       2.76      24.60    1950.79       2.51     188.08      13.03      26.12      11.66
    1950.11      19.83       1.42       2.80      24.70    1950.87       2.53     186.94      13.42      26.40      11.54
    1950.12      19.75       1.47       2.84      25.00    1950.96       2.55     183.95      13.69      26.45      11.31
    1951.01      21.21       1.49       2.84      25.40    1951.04       2.57     194.44      13.63      26.00      11.90
    1951.02      22.00       1.50       2.83      25.70    1951.12       2.58     199.33      13.62      25.67      12.14
    1951.03      21.63       1.52       2.83      25.80    1951.21       2.59     195.21      13.72      25.54      11.84
    1951.04      21.92       1.53       2.79      25.80    1951.29       2.60     197.83      13.84      25.21      11.95
    1951.05      21.93       1.55       2.76      25.90    1951.37       2.61     197.16      13.91      24.78      11.86
    1951.06      21.55       1.56       2.72      25.90    1951.46       2.62     193.74      14.02      24.45      11.62
    1951.07      21.93       1.55       2.65      25.90    1951.54       2.63     197.16      13.91      23.82      11.78
    1951.08      22.89       1.53       2.58      25.90    1951.62       2.63     205.79      13.79      23.20      12.26
    1951.09      23.48       1.52       2.51      26.10    1951.71       2.64     209.48      13.56      22.39      12.44
     1951.1      23.36       1.48       2.49      26.20    1951.79       2.65     207.61      13.18      22.10      12.31
    1951.11      22.71       1.45       2.46      26.40    1951.87       2.66     200.30      12.76      21.73      11.85
    1951.12      23.41       1.41       2.44      26.50    1951.96       2.67     205.70      12.39      21.44      12.15
    1952.01      24.19       1.41       2.43      26.50    1952.04       2.68     212.55      12.42      21.32      12.53
    1952.02      23.75       1.42       2.41      26.30    1952.12       2.69     210.27      12.54      21.37      12.36
    1952.03      23.81       1.42       2.40      26.30    1952.21       2.71     210.80      12.57      21.25      12.36
    1952.04      23.74       1.43       2.38      26.40    1952.29       2.72     209.39      12.61      20.99      12.24
    1952.05      23.73       1.44       2.36      26.40    1952.37       2.73     209.30      12.70      20.82      12.20
    1952.06      24.38       1.45       2.34      26.50    1952.46       2.74     214.22      12.74      20.56      12.45
    1952.07      25.08       1.45       2.35      26.70    1952.54       2.76     218.72      12.65      20.47      12.67
    1952.08      25.18       1.45       2.35      26.70    1952.62       2.77     219.59      12.65      20.52      12.68
    1952.09      24.78       1.45       2.36      26.70    1952.71       2.78     216.11      12.65      20.58      12.43
     1952.1      24.26       1.44       2.37      26.70    1952.79       2.79     211.57      12.53      20.70      12.13
    1952.11      25.03       1.42       2.39      26.70    1952.87       2.81     218.29      12.41      20.81      12.47
    1952.12      26.04       1.41       2.40      26.70    1952.96       2.82     227.09      12.30      20.93      12.93
    1953.01      26.18       1.41       2.41      26.60    1953.04       2.83     229.17      12.34      21.10      13.01
    1953.02      25.86       1.41       2.42      26.50    1953.12       2.80     227.23      12.39      21.26      12.86
    1953.03      25.99       1.41       2.43      26.60    1953.21       2.77     227.51      12.34      21.27      12.83
    1953.04      24.71       1.41       2.46      26.60    1953.29       2.83     216.31      12.37      21.51      12.16
    1953.05      24.84       1.42       2.48      26.70    1953.37       3.05     216.63      12.35      21.66      12.14
    1953.06      23.95       1.42       2.51      26.80    1953.46       3.11     208.09      12.34      21.81      11.62
    1953.07      24.29       1.42       2.52      26.80    1953.54       2.93     211.04      12.34      21.92      11.75
    1953.08      24.39       1.42       2.54      26.90    1953.62       2.95     211.12      12.29      21.96      11.72
    1953.09      23.27       1.42       2.55      26.90    1953.71       2.87     201.43      12.29      22.07      11.14
     1953.1      23.97       1.43       2.54      27.00    1953.79       2.66     206.72      12.33      21.88      11.39
    1953.11      24.50       1.44       2.52      26.90    1953.87       2.68     212.08      12.46      21.84      11.64
    1953.12      24.83       1.45       2.51      26.90    1953.96       2.59     214.93      12.55      21.73      11.75
    1954.01      25.46       1.46       2.52      26.90    1954.04       2.48     220.39      12.61      21.84      12.00
    1954.02      26.02       1.46       2.54      26.90    1954.12       2.47     225.23      12.67      21.96      12.22
    1954.03      26.57       1.47       2.55      26.90    1954.21       2.37     229.99      12.72      22.07      12.42
    1954.04      27.63       1.46       2.57      26.80    1954.29       2.29     240.06      12.71      22.36      12.91
    1954.05      28.73       1.46       2.60      26.90    1954.37       2.37     248.69      12.61      22.48      13.31
    1954.06      28.96       1.45       2.62      26.90    1954.46       2.38     250.68      12.55      22.68      13.36
    1954.07      30.13       1.46       2.62      26.90    1954.54       2.30     260.81      12.61      22.71      13.83
    1954.08      30.73       1.46       2.63      26.90    1954.62       2.36     266.00      12.67      22.74      14.04
    1954.09      31.45       1.47       2.63      26.80    1954.71       2.38     273.25      12.77      22.85      14.36
     1954.1      32.18       1.49       2.68      26.80    1954.79       2.43     279.59      12.97      23.26      14.62
    1954.11      33.44       1.52       2.72      26.80    1954.87       2.48     290.54      13.18      23.66      15.12
    1954.12      34.97       1.54       2.77      26.70    1954.96       2.51     304.97      13.43      24.16      15.79
    1955.01      35.60       1.55       2.83      26.70    1955.04       2.61     310.47      13.49      24.71      15.99
    1955.02      36.79       1.55       2.90      26.70    1955.12       2.65     320.84      13.55      25.26      16.44
    1955.03      36.50       1.56       2.96      26.70    1955.21       2.68     318.32      13.60      25.81      16.22
    1955.04      37.76       1.56       3.05      26.70    1955.29       2.75     329.30      13.63      26.57      16.69
    1955.05      37.60       1.57       3.13      26.70    1955.37       2.76     327.91      13.66      27.33      16.52
    1955.06      39.78       1.57       3.22      26.70    1955.46       2.78     346.92      13.69      28.08      17.37
    1955.07      42.69       1.59       3.29      26.80    1955.54       2.90     370.91      13.79      28.61      18.45
    1955.08      42.43       1.60       3.37      26.80    1955.62       2.97     368.65      13.93      29.25      18.22
    1955.09      44.34       1.62       3.44      26.90    1955.71       2.97     383.81      14.02      29.78      18.84
     1955.1      42.11       1.63       3.50      26.90    1955.79       2.88     364.51      14.08      30.30      17.77
    1955.11      44.95       1.63       3.56      26.90    1955.87       2.89     389.09      14.14      30.82      18.84
    1955.12      45.37       1.64       3.62      26.80    1955.96       2.96     394.19      14.25      31.45      18.94
    1956.01      44.15       1.67       3.64      26.80    1956.04       2.90     383.59      14.51      31.65      18.29
    1956.02      44.43       1.70       3.67      26.80    1956.12       2.84     386.03      14.77      31.86      18.27
    1956.03      47.49       1.73       3.69      26.80    1956.21       2.96     412.61      15.03      32.06      19.37
    1956.04      48.05       1.75       3.66      26.90    1956.29       3.18     415.93      15.18      31.68      19.37
    1956.05      46.54       1.78       3.63      27.00    1956.37       3.07     401.36      15.32      31.31      18.54
    1956.06      46.27       1.80       3.60      27.20    1956.46       3.00     396.10      15.41      30.82      18.16
    1956.07      48.78       1.81       3.55      27.40    1956.54       3.11     414.54      15.41      30.20      18.86
    1956.08      48.49       1.83       3.51      27.30    1956.62       3.33     413.59      15.58      29.91      18.67
    1956.09      46.84       1.84       3.46      27.40    1956.71       3.38     398.05      15.64      29.40      17.84
     1956.1      46.24       1.81       3.44      27.50    1956.79       3.34     391.53      15.30      29.16      17.42
    1956.11      45.76       1.77       3.43      27.50    1956.87       3.49     387.46      15.02      29.01      17.12
    1956.12      46.44       1.74       3.41      27.60    1956.96       3.59     391.80      14.68      28.77      17.20
    1957.01      45.43       1.74       3.41      27.60    1957.04       3.46     383.27      14.65      28.74      16.72
    1957.02      43.47       1.73       3.40      27.70    1957.12       3.34     365.41      14.57      28.61      15.84
    1957.03      44.03       1.73       3.40      27.80    1957.21       3.41     368.79      14.49      28.48      15.90
    1957.04      45.05       1.73       3.41      27.90    1957.29       3.48     375.98      14.44      28.43      16.12
    1957.05      46.78       1.73       3.41      28.00    1957.37       3.60     389.03      14.39      28.39      16.60
    1957.06      47.55       1.73       3.42      28.10    1957.46       3.80     394.02      14.34      28.34      16.73
    1957.07      48.51       1.74       3.44      28.30    1957.54       3.93     399.14      14.32      28.28      16.87
    1957.08      45.84       1.75       3.45      28.30    1957.62       3.93     377.17      14.40      28.41      15.87
    1957.09      43.98       1.76       3.47      28.30    1957.71       3.92     361.86      14.48      28.55      15.16
     1957.1      41.24       1.77       3.44      28.30    1957.79       3.97     339.32      14.56      28.28      14.15
    1957.11      40.35       1.78       3.40      28.40    1957.87       3.72     330.83      14.59      27.90      13.74
    1957.12      40.33       1.79       3.37      28.40    1957.96       3.21     330.66      14.68      27.63      13.67
    1958.01      41.12       1.78       3.29      28.60    1958.04       3.09     334.78      14.52      26.81      13.79
    1958.02      41.26       1.78       3.22      28.60    1958.12       3.05     335.92      14.46      26.19      13.78
    1958.03      42.11       1.77       3.14      28.80    1958.21       2.98     340.46      14.31      25.39      13.93
    1958.04      42.34       1.76       3.07      28.90    1958.29       2.88     341.14      14.15      24.74      13.91
    1958.05      43.70       1.74       3.00      28.90    1958.37       2.92     352.09      14.05      24.17      14.32
    1958.06      44.75       1.73       2.93      28.90    1958.46       2.97     360.55      13.94      23.61      14.64
    1958.07      45.98       1.73       2.91      29.00    1958.54       3.20     369.19      13.89      23.39      14.96
    1958.08      47.70       1.73       2.90      28.90    1958.62       3.54     384.32      13.94      23.34      15.54
    1958.09      48.96       1.73       2.88      28.90    1958.71       3.76     394.48      13.94      23.20      15.93
     1958.1      50.95       1.74       2.88      28.90    1958.79       3.80     410.51      13.99      23.23      16.56
    1958.11      52.50       1.74       2.89      29.00    1958.87       3.74     421.54      14.00      23.18      16.99
    1958.12      53.49       1.75       2.89      28.90    1958.96       3.86     430.97      14.10      23.29      17.36
    1959.01      55.62       1.76       2.96      29.00    1959.04       4.02     446.59      14.10      23.79      17.98
    1959.02      54.77       1.76       3.04      28.90    1959.12       3.96     441.29      14.21      24.47      17.76
    1959.03      56.16       1.77       3.11      28.90    1959.21       3.99     452.49      14.26      25.06      18.20
    1959.04      57.10       1.78       3.21      29.00    1959.29       4.12     458.47      14.27      25.75      18.43
    1959.05      57.96       1.78       3.30      29.00    1959.37       4.31     465.38      14.32      26.52      18.69
    1959.06      57.46       1.79       3.40      29.10    1959.46       4.34     459.78      14.32      27.21      18.45
    1959.07      59.74       1.80       3.41      29.20    1959.54       4.40     476.39      14.33      27.19      19.09
    1959.08      59.40       1.80       3.42      29.20    1959.62       4.43     473.67      14.38      27.27      18.96
    1959.09      57.05       1.81       3.43      29.30    1959.71       4.68     453.38      14.38      27.26      18.12
     1959.1      57.00       1.82       3.42      29.40    1959.79       4.53     451.44      14.39      27.06      18.02
    1959.11      57.23       1.82       3.40      29.40    1959.87       4.53     453.27      14.44      26.95      18.07
    1959.12      59.06       1.83       3.39      29.40    1959.96       4.69     467.76      14.49      26.85      18.62
    1960.01      58.03       1.87       3.39      29.30    1960.04       4.72     461.17      14.83      26.94      18.34
    1960.02      55.78       1.90       3.39      29.40    1960.12       4.49     441.78      15.07      26.85      17.55
    1960.03      55.02       1.94       3.39      29.40    1960.21       4.25     435.76      15.36      26.85      17.29
    1960.04      55.73       1.94       3.35      29.50    1960.29       4.28     439.89      15.34      26.42      17.43
    1960.05      55.22       1.95       3.30      29.50    1960.37       4.35     435.86      15.37      26.07      17.26
    1960.06      57.26       1.95       3.26      29.60    1960.46       4.15     450.44      15.34      25.64      17.82
    1960.07      55.84       1.95       3.26      29.60    1960.54       3.90     439.27      15.34      25.67      17.38
    1960.08      56.51       1.95       3.27      29.60    1960.62       3.80     444.54      15.34      25.70      17.58
    1960.09      54.81       1.95       3.27      29.60    1960.71       3.80     431.17      15.34      25.72      17.05
     1960.1      53.73       1.95       3.27      29.80    1960.79       3.89     419.83      15.24      25.55      16.61
    1960.11      55.47       1.95       3.27      29.80    1960.87       3.93     433.43      15.24      25.55      17.15
    1960.12      56.80       1.95       3.27      29.80    1960.96       3.84     443.82      15.24      25.55      17.56
    1961.01      59.72       1.95       3.21      29.80    1961.04       3.84     466.64      15.21      25.08      18.47
    1961.02      62.17       1.94       3.15      29.80    1961.12       3.78     485.78      15.18      24.61      19.23
    1961.03      64.12       1.94       3.09      29.80    1961.21       3.74     501.02      15.16      24.14      19.84
    1961.04      65.83       1.94       3.07      29.80    1961.29       3.78     514.38      15.16      23.99      20.38
    1961.05      66.50       1.94       3.05      29.80    1961.37       3.71     519.61      15.16      23.83      20.60
    1961.06      65.62       1.94       3.03      29.80    1961.46       3.88     512.74      15.16      23.68      20.33
    1961.07      65.44       1.95       3.04      30.00    1961.54       3.92     507.92      15.11      23.57      20.15
    1961.08      67.79       1.95       3.04      29.90    1961.62       4.04     527.92      15.21      23.70      20.94
    1961.09      67.26       1.96       3.05      30.00    1961.71       3.98     522.05      15.21      23.67      20.71
     1961.1      68.00       1.98       3.10      30.00    1961.79       3.92     527.79      15.37      24.04      20.92
    1961.11      71.08       2.00       3.14      30.00    1961.87       3.94     551.70      15.52      24.40      21.86
    1961.12      71.74       2.02       3.19      30.00    1961.96       4.06     556.82      15.68      24.76      22.04
    1962.01      69.07       2.03       3.25      30.00    1962.04       4.08     536.10      15.73      25.23      21.20
    1962.02      70.22       2.03       3.31      30.10    1962.12       4.04     543.21      15.73      25.61      21.45
    1962.03      70.29       2.04       3.37      30.10    1962.21       3.93     543.76      15.78      26.07      21.44
    1962.04      68.05       2.05       3.40      30.20    1962.29       3.84     524.68      15.78      26.24      20.66
    1962.05      62.99       2.05       3.44      30.20    1962.37       3.87     485.67      15.83      26.50      19.09
    1962.06      55.63       2.06       3.47      30.20    1962.46       3.91     428.92      15.88      26.75      16.83
    1962.07      56.97       2.07       3.49      30.30    1962.54       4.01     437.80      15.88      26.82      17.14
    1962.08      58.52       2.07       3.51      30.30    1962.62       3.98     449.72      15.93      26.97      17.57
    1962.09      58.00       2.08       3.53      30.40    1962.71       3.98     444.25      15.93      27.04      17.32
     1962.1      56.17       2.10       3.58      30.40    1962.79       3.93     430.24      16.06      27.40      16.74
    1962.11      60.04       2.11       3.62      30.40    1962.87       3.92     459.88      16.19      27.75      17.85
    1962.12      62.64       2.13       3.67      30.40    1962.96       3.86     479.79      16.31      28.11      18.59
    1963.01      65.06       2.14       3.68      30.40    1963.04       3.83     498.33      16.37      28.21      19.26
    1963.02      65.92       2.14       3.70      30.40    1963.12       3.92     504.92      16.42      28.31      19.47
    1963.03      65.67       2.15       3.71      30.50    1963.21       3.93     501.35      16.41      28.32      19.29
    1963.04      68.76       2.17       3.75      30.50    1963.29       3.97     524.94      16.54      28.65      20.15
    1963.05      70.14       2.18       3.80      30.50    1963.37       3.93     535.48      16.67      28.99      20.51
    1963.06      70.11       2.20       3.84      30.60    1963.46       3.99     533.50      16.74      29.22      20.38
    1963.07      69.07       2.20       3.88      30.70    1963.54       4.02     523.87      16.71      29.43      19.97
    1963.08      70.98       2.21       3.92      30.70    1963.62       4.00     538.36      16.74      29.73      20.47
    1963.09      72.85       2.21       3.96      30.70    1963.71       4.08     552.54      16.76      30.04      20.96
     1963.1      73.03       2.23       3.98      30.80    1963.79       4.11     552.11      16.88      30.09      20.89
    1963.11      72.62       2.26       4.00      30.80    1963.87       4.12     549.01      17.06      30.24      20.72
    1963.12      74.17       2.28       4.02      30.90    1963.96       4.13     558.92      17.18      30.29      21.04
    1964.01      76.45       2.30       4.07      30.90    1964.04       4.17     576.10      17.31      30.69      21.63
    1964.02      77.39       2.31       4.13      30.90    1964.12       4.15     583.18      17.43      31.10      21.83
    1964.03      78.80       2.33       4.18      30.90    1964.21       4.22     593.81      17.56      31.50      22.17
    1964.04      79.94       2.35       4.23      30.90    1964.29       4.23     602.40      17.68      31.88      22.42
