                                                                                                              
Stock Marke                                                                                                    Cyclically
Robert J. S                                                                                                      Adjusted
                                                                                                                    Price
                                               Consumer                                                          Earnings
                   S&P                            Price                  Long                                       Ratio
                 Comp.   Dividend   Earnings      Index     Date     Interest       Real       Real       Real   P/E10 or
       Date          P          D          E        CPI   Fraction  Rate GS10      Price   Dividend   Earnings       CAPE
    1871.01       4.44       0.26       0.40      12.46    1871.04       5.32      82.95       4.86       7.47         NA
    1871.02       4.50       0.26       0.40      12.84    1871.13       5.32      81.58       4.71       7.25         NA
    1871.03       4.61       0.26       0.40      13.03    1871.21       5.33      82.35       4.64       7.15         NA
    1871.04       4.74       0.26       0.40      12.56    1871.29       5.33      87.88       4.82       7.42         NA
    1871.05       4.86       0.26       0.40      12.27    1871.38       5.33      92.20       4.93       7.59         NA
    1871.06       4.82       0.26       0.40      12.08    1871.46       5.34      92.88       5.01       7.71         NA
    1871.07       4.73       0.26       0.40      12.08    1871.54       5.34      91.15       5.01       7.71         NA
    1871.08       4.79       0.26       0.40      11.89    1871.63       5.34      93.78       5.09       7.83         NA
    1871.09       4.84       0.26       0.40      12.18    1871.71       5.35      92.54       4.97       7.65         NA
     1871.1       4.59       0.26       0.40      12.37    1871.79       5.35      86.41       4.89       7.53         NA
    1871.11       4.64       0.26       0.40      12.37    1871.88       5.35      87.35       4.89       7.53         NA
    1871.12       4.74       0.26       0.40      12.65    1871.96       5.36      87.22       4.78       7.36         NA
    1872.01       4.86       0.26       0.40      12.65    1872.04       5.36      89.43       4.84       7.41         NA
    1872.02       4.88       0.27       0.41      12.65    1872.13       5.38      89.80       4.91       7.45         NA
    1872.03       5.04       0.27       0.41      12.84    1872.21       5.40      91.37       4.89       7.39         NA
    1872.04       5.18       0.27       0.41      13.13    1872.29       5.42      91.86       4.85       7.27         NA
    1872.05       5.18       0.28       0.41      13.13    1872.38       5.43      91.86       4.91       7.32         NA
    1872.06       5.13       0.28       0.42      13.03    1872.46       5.45      91.64       5.00       7.41         NA
    1872.07       5.10       0.28       0.42      12.84    1872.54       5.47      92.45       5.14       7.57         NA
    1872.08       5.04       0.29       0.42      12.94    1872.63       5.49      90.69       5.16       7.56         NA
    1872.09       4.95       0.29       0.42      13.03    1872.71       5.51      88.42       5.18       7.55         NA
     1872.1       4.97       0.29       0.43      12.75    1872.79       5.53      90.77       5.36       7.76         NA
    1872.11       4.95       0.30       0.43      13.13    1872.88       5.54      87.78       5.26       7.58         NA
    1872.12       5.07       0.30       0.43      12.94    1872.96       5.56      91.23       5.40       7.74         NA
    1873.01       5.11       0.30       0.43      12.94    1873.04       5.58      91.95       5.44       7.78         NA
    1873.02       5.15       0.31       0.44      13.23    1873.13       5.57      90.67       5.37       7.66         NA
    1873.03       5.11       0.31       0.44      13.23    1873.21       5.56      89.97       5.41       7.70         NA
    1873.04       5.04       0.31       0.44      13.23    1873.29       5.55      88.74       5.46       7.75         NA
    1873.05       5.05       0.31       0.44      12.94    1873.38       5.54      90.87       5.62       7.96         NA
    1873.06       4.98       0.32       0.45      12.56    1873.46       5.53      92.33       5.84       8.25         NA
    1873.07       4.97       0.32       0.45      12.56    1873.54       5.53      92.14       5.89       8.30         NA
    1873.08       4.97       0.32       0.45      12.56    1873.63       5.52      92.14       5.93       8.34         NA
    1873.09       4.59       0.32       0.45      12.56    1873.71       5.51      85.10       5.98       8.39         NA
     1873.1       4.19       0.33       0.46      12.27    1873.79       5.50      79.49       6.17       8.63         NA
    1873.11       4.04       0.33       0.46      11.89    1873.88       5.49      79.10       6.41       8.96         NA
    1873.12       4.42       0.33       0.46      12.18    1873.96       5.48      84.51       6.31       8.79         NA
    1874.01       4.66       0.33       0.46      12.37    1874.04       5.47      87.73       6.21       8.66         NA
    1874.02       4.80       0.33       0.46      12.37    1874.13       5.44      90.36       6.21       8.66         NA
    1874.03       4.73       0.33       0.46      12.37    1874.21       5.40      89.04       6.21       8.66         NA
    1874.04       4.60       0.33       0.46      12.18    1874.29       5.37      87.95       6.31       8.79         NA
    1874.05       4.48       0.33       0.46      12.08    1874.38       5.34      86.33       6.36       8.86         NA
    1874.06       4.46       0.33       0.46      11.80    1874.46       5.30      88.02       6.51       9.08         NA
    1874.07       4.46       0.33       0.46      11.89    1874.54       5.27      87.32       6.46       9.01         NA
    1874.08       4.47       0.33       0.46      11.80    1874.63       5.24      88.22       6.51       9.08         NA
    1874.09       4.54       0.33       0.46      11.80    1874.71       5.20      89.60       6.51       9.08         NA
     1874.1       4.53       0.33       0.46      11.61    1874.79       5.17      90.87       6.62       9.23         NA
    1874.11       4.57       0.33       0.46      11.51    1874.88       5.14      92.43       6.67       9.30         NA
    1874.12       4.54       0.33       0.46      11.51    1874.96       5.10      91.82       6.67       9.30         NA
    1875.01       4.54       0.33       0.45      11.51    1875.04       5.07      91.82       6.62       9.14         NA
    1875.02       4.53       0.33       0.44      11.51    1875.13       5.03      91.62       6.57       8.97         NA
    1875.03       4.59       0.32       0.44      11.51    1875.21       4.99      92.84       6.52       8.80         NA
    1875.04       4.65       0.32       0.43      11.61    1875.29       4.95      93.28       6.42       8.56         NA
    1875.05       4.47       0.32       0.42      11.32    1875.38       4.91      91.93       6.53       8.60         NA
    1875.06       4.38       0.32       0.41      11.13    1875.46       4.87      91.62       6.59       8.58         NA
    1875.07       4.39       0.31       0.40      11.13    1875.54       4.83      91.83       6.54       8.40         NA
    1875.08       4.41       0.31       0.39      11.23    1875.63       4.79      91.46       6.43       8.16         NA
    1875.09       4.37       0.31       0.39      11.13    1875.71       4.75      91.41       6.43       8.05         NA
     1875.1       4.30       0.31       0.38      11.13    1875.79       4.71      89.94       6.38       7.88         NA
    1875.11       4.37       0.30       0.37      11.04    1875.88       4.67      92.20       6.38       7.77         NA
    1875.12       4.37       0.30       0.36      10.94    1875.96       4.63      93.00       6.38       7.66         NA
    1876.01       4.46       0.30       0.35      10.85    1876.04       4.59      95.75       6.44       7.58         NA
    1876.02       4.52       0.30       0.35      10.85    1876.13       4.58      97.03       6.44       7.44         NA
    1876.03       4.51       0.30       0.34      10.85    1876.21       4.57      96.82       6.44       7.30         NA
    1876.04       4.34       0.30       0.33      10.75    1876.29       4.56      93.99       6.50       7.22         NA
    1876.05       4.18       0.30       0.33      10.37    1876.38       4.54      93.85       6.74       7.34         NA
    1876.06       4.15       0.30       0.32      10.09    1876.46       4.53      95.81       6.93       7.39         NA
    1876.07       4.10       0.30       0.31      10.09    1876.54       4.52      94.66       6.93       7.23         NA
    1876.08       3.93       0.30       0.31      10.18    1876.63       4.51      89.89       6.86       7.01         NA
    1876.09       3.69       0.30       0.30      10.28    1876.71       4.50      83.62       6.80       6.80         NA
     1876.1       3.67       0.30       0.29      10.47    1876.79       4.49      81.65       6.67       6.53         NA
    1876.11       3.60       0.30       0.29      10.56    1876.88       4.47      79.37       6.61       6.32         NA
    1876.12       3.58       0.30       0.28      10.75    1876.96       4.46      77.53       6.50       6.06         NA
    1877.01       3.55       0.29       0.28      10.94    1877.04       4.45      75.55       6.19       5.99         NA
    1877.02       3.34       0.28       0.28      10.66    1877.13       4.44      72.98       6.16       6.19         NA
    1877.03       3.17       0.27       0.29      10.18    1877.21       4.43      72.50       6.23       6.52         NA
    1877.04       2.94       0.26       0.29      10.47    1877.29       4.42      65.41       5.86       6.38         NA
    1877.05       2.94       0.25       0.29      10.66    1877.38       4.41      64.24       5.55       6.30         NA
    1877.06       2.73       0.25       0.29      10.09    1877.46       4.40      63.03       5.66       6.70         NA
    1877.07       2.85       0.24       0.29      10.18    1877.54       4.40      65.19       5.39       6.67         NA
    1877.08       3.05       0.23       0.29       9.80    1877.63       4.39      72.47       5.39       6.97         NA
    1877.09       3.24       0.22       0.30       9.70    1877.71       4.38      77.74       5.22       7.08         NA
     1877.1       3.31       0.21       0.30       9.70    1877.79       4.37      79.42       5.00       7.12         NA
    1877.11       3.26       0.20       0.30       9.51    1877.88       4.36      79.78       4.88       7.30         NA
    1877.12       3.25       0.19       0.30       9.51    1877.96       4.35      79.54       4.65       7.34         NA
    1878.01       3.25       0.19       0.30       9.23    1878.04       4.34      82.00       4.77       7.59         NA
    1878.02       3.18       0.19       0.30       9.13    1878.13       4.33      81.07       4.80       7.69         NA
    1878.03       3.24       0.19       0.30       8.94    1878.21       4.32      84.35       4.88       7.88         NA
    1878.04       3.33       0.19       0.30       8.85    1878.29       4.31      87.63       4.91       7.98         NA
    1878.05       3.34       0.19       0.30       8.56    1878.38       4.30      90.82       5.05       8.27         NA
    1878.06       3.41       0.19       0.31       8.37    1878.46       4.29      94.83       5.14       8.48         NA
    1878.07       3.48       0.18       0.31       8.47    1878.54       4.28      95.69       5.07       8.41         NA
    1878.08       3.45       0.18       0.31       8.56    1878.63       4.27      93.81       4.98       8.34         NA
    1878.09       3.52       0.18       0.31       8.56    1878.71       4.26      95.72       4.96       8.36         NA
     1878.1       3.48       0.18       0.31       8.47    1878.79       4.25      95.69       5.00       8.48         NA
    1878.11       3.47       0.18       0.31       8.37    1878.88       4.24      96.50       5.03       8.60         NA
    1878.12       3.45       0.18       0.31       8.18    1878.96       4.23      98.18       5.12       8.82         NA
    1879.01       3.58       0.18       0.32       8.28    1879.04       4.22     100.70       5.11       8.88         NA
    1879.02       3.71       0.18       0.32       8.37    1879.13       4.20     103.18       5.10       8.95         NA
    1879.03       3.65       0.19       0.33       8.28    1879.21       4.19     102.67       5.20       9.21         NA
    1879.04       3.77       0.19       0.33       8.18    1879.29       4.17     107.28       5.31       9.48         NA
    1879.05       3.94       0.19       0.34       8.18    1879.38       4.15     112.12       5.36       9.65         NA
    1879.06       3.96       0.19       0.35       8.09    1879.46       4.14     114.02       5.47       9.93         NA
    1879.07       4.04       0.19       0.35       8.18    1879.54       4.12     114.97       5.46       9.98         NA
    1879.08       4.07       0.19       0.36       8.18    1879.63       4.10     115.82       5.50      10.15         NA
    1879.09       4.22       0.20       0.36       8.47    1879.71       4.09     116.04       5.36       9.97         NA
     1879.1       4.68       0.20       0.37       8.94    1879.79       4.07     121.84       5.12       9.59         NA
    1879.11       4.93       0.20       0.37       9.42    1879.88       4.05     121.87       4.90       9.25         NA
    1879.12       4.92       0.20       0.38       9.70    1879.96       4.04     118.05       4.80       9.12         NA
    1880.01       5.11       0.21       0.39       9.99    1880.04       4.02     119.10       4.78       9.07         NA
    1880.02       5.20       0.21       0.40       9.99    1880.13       3.99     121.20       4.89       9.28         NA
    1880.03       5.30       0.22       0.41      10.09    1880.21       3.97     122.37       4.96       9.41         NA
    1880.04       5.18       0.22       0.42       9.70    1880.29       3.94     124.28       5.28      10.00         NA
    1880.05       4.77       0.23       0.43       9.42    1880.38       3.91     117.92       5.56      10.53         NA
    1880.06       4.79       0.23       0.44       9.23    1880.46       3.89     120.85       5.80      10.98         NA
    1880.07       5.01       0.24       0.44       9.23    1880.54       3.86     126.40       5.93      11.21         NA
    1880.08       5.19       0.24       0.45       9.23    1880.63       3.83     130.94       6.06      11.44         NA
    1880.09       5.18       0.25       0.46       9.32    1880.71       3.81     129.36       6.12      11.55         NA
     1880.1       5.33       0.25       0.47       9.32    1880.79       3.78     133.10       6.24      11.78         NA
    1880.11       5.61       0.26       0.48       9.42    1880.88       3.75     138.68       6.30      11.89         NA
    1880.12       5.84       0.26       0.49       9.51    1880.96       3.73     142.92       6.36      11.99         NA
    1881.01       6.19       0.27       0.49       9.42    1881.04       3.70     153.02       6.55      12.01      18.47
    1881.02       6.17       0.27       0.48       9.51    1881.12       3.69     151.00       6.61      11.79      18.15
    1881.03       6.24       0.28       0.48       9.51    1881.21       3.69     152.71       6.73      11.69      18.27
    1881.04       6.22       0.28       0.47       9.61    1881.29       3.68     150.72       6.78      11.47      17.95
    1881.05       6.50       0.29       0.47       9.51    1881.37       3.67     159.07       6.97      11.48      18.87
    1881.06       6.58       0.29       0.47       9.51    1881.46       3.67     161.03       7.10      11.38      19.03
    1881.07       6.35       0.30       0.46       9.61    1881.54       3.66     153.87       7.15      11.17      18.12
    1881.08       6.20       0.30       0.46       9.80    1881.62       3.65     147.31       7.13      10.85      17.29
    1881.09       6.25       0.31       0.45      10.18    1881.71       3.65     142.95       6.98      10.35      16.72
     1881.1       6.15       0.31       0.45      10.28    1881.79       3.64     139.36       7.02      10.16      16.26
    1881.11       6.19       0.32       0.44      10.18    1881.87       3.63     141.58       7.20      10.16      16.48
    1881.12       6.01       0.32       0.44      10.18    1881.96       3.63     137.46       7.32      10.06      15.96
    1882.01       5.92       0.32       0.44      10.18    1882.04       3.62     135.40       7.32      10.05      15.68
    1882.02       5.79       0.32       0.44      10.28    1882.12       3.62     131.20       7.25       9.93      15.15
    1882.03       5.78       0.32       0.44      10.28    1882.21       3.62     130.98       7.25       9.91      15.09
    1882.04       5.78       0.32       0.44      10.37    1882.29       3.62     129.77       7.18       9.80      14.92
    1882.05       5.71       0.32       0.44      10.47    1882.37       3.62     127.04       7.12       9.70      14.57
    1882.06       5.68       0.32       0.44      10.56    1882.46       3.62     125.23       7.06       9.59      14.33
    1882.07       6.00       0.32       0.43      10.47    1882.54       3.63     133.49       7.12       9.66      15.24
    1882.08       6.18       0.32       0.43      10.56    1882.62       3.63     136.26       7.06       9.55      15.53
    1882.09       6.24       0.32       0.43      10.28    1882.71       3.63     141.40       7.25       9.80      16.08
     1882.1       6.07       0.32       0.43      10.18    1882.79       3.63     138.83       7.32       9.87      15.76
    1882.11       5.81       0.32       0.43      10.09    1882.87       3.63     134.14       7.39       9.95      15.19
    1882.12       5.84       0.32       0.43       9.99    1882.96       3.63     136.12       7.46      10.02      15.38
    1883.01       5.81       0.32       0.43       9.99    1883.04       3.63     135.42       7.48       9.96      15.27
    1883.02       5.68       0.32       0.43      10.09    1883.12       3.63     131.14       7.43       9.81      14.76
    1883.03       5.75       0.32       0.42       9.99    1883.21       3.63     134.02       7.52       9.85      15.05
    1883.04       5.87       0.32       0.42       9.90    1883.29       3.63     138.13       7.61       9.88      15.48
    1883.05       5.77       0.32       0.42       9.80    1883.37       3.63     137.10       7.70       9.92      15.34
    1883.06       5.82       0.33       0.42       9.51    1883.46       3.63     142.43       7.95      10.16      15.90
    1883.07       5.73       0.33       0.41       9.32    1883.54       3.63     143.09       8.14      10.30      15.95
    1883.08       5.47       0.33       0.41       9.32    1883.62       3.62     136.60       8.16      10.24      15.20
    1883.09       5.53       0.33       0.41       9.23    1883.71       3.62     139.52       8.26      10.28      15.49
     1883.1       5.38       0.33       0.41       9.23    1883.79       3.62     135.74       8.28      10.22      15.05
    1883.11       5.46       0.33       0.40       9.13    1883.87       3.62     139.19       8.39      10.26      15.41
    1883.12       5.34       0.33       0.40       9.23    1883.96       3.62     134.73       8.33      10.09      14.90
    1884.01       5.18       0.33       0.39       9.23    1884.04       3.62     130.69       8.28       9.90      14.43
    1884.02       5.32       0.33       0.39       9.23    1884.12       3.61     134.22       8.24       9.71      14.81
    1884.03       5.30       0.33       0.38       9.23    1884.21       3.60     133.72       8.20       9.52      14.74
    1884.04       5.06       0.32       0.37       9.04    1884.29       3.60     130.35       8.33       9.53      14.35
    1884.05       4.65       0.32       0.36       8.85    1884.37       3.59     122.37       8.47       9.54      13.47
    1884.06       4.46       0.32       0.36       8.85    1884.46       3.58     117.37       8.42       9.34      12.91
    1884.07       4.46       0.32       0.35       8.75    1884.54       3.57     118.64       8.47       9.24      13.04
    1884.08       4.74       0.32       0.34       8.75    1884.62       3.56     126.09       8.42       9.04      13.86
    1884.09       4.59       0.32       0.33       8.66    1884.71       3.55     123.44       8.47       8.94      13.57
     1884.1       4.44       0.31       0.33       8.56    1884.79       3.55     120.73       8.52       8.84      13.27
    1884.11       4.35       0.31       0.32       8.37    1884.87       3.54     120.97       8.67       8.83      13.30
    1884.12       4.34       0.31       0.31       8.28    1884.96       3.53     122.08       8.72       8.72      13.43
    1885.01       4.24       0.30       0.31       8.28    1885.04       3.52     119.27       8.56       8.63      13.13
    1885.02       4.37       0.30       0.30       8.37    1885.12       3.51     121.53       8.30       8.43      13.38
    1885.03       4.38       0.29       0.30       8.18    1885.21       3.50     124.64       8.32       8.54      13.73
    1885.04       4.37       0.29       0.30       8.28    1885.29       3.48     122.93       8.06       8.35      13.55
    1885.05       4.32       0.28       0.29       8.09    1885.37       3.47     124.38       8.08       8.44      13.71
    1885.06       4.30       0.28       0.29       7.90    1885.46       3.46     126.79       8.11       8.55      13.98
    1885.07       4.46       0.27       0.29       7.99    1885.54       3.45     129.94       7.84       8.35      14.33
    1885.08       4.71       0.26       0.28       7.99    1885.62       3.43     137.22       7.67       8.25      15.13
    1885.09       4.65       0.26       0.28       7.90    1885.71       3.42     137.11       7.59       8.26      15.12
     1885.1       4.92       0.25       0.28       7.90    1885.79       3.41     145.07       7.42       8.16      15.99
    1885.11       5.24       0.25       0.27       7.99    1885.87       3.40     152.66       7.16       7.96      16.82
    1885.12       5.20       0.24       0.27       8.18    1885.96       3.38     147.98       6.83       7.68      16.30
    1886.01       5.20       0.24       0.28       7.99    1886.04       3.37     151.50       6.94       8.01      16.69
    1886.02       5.30       0.24       0.28       7.99    1886.12       3.38     154.41       6.90       8.16      17.01
    1886.03       5.19       0.24       0.29       7.90    1886.21       3.40     153.03       6.93       8.40      16.84
    1886.04       5.12       0.23       0.29       7.80    1886.29       3.41     152.81       6.96       8.66      16.80
    1886.05       5.02       0.23       0.30       7.61    1886.37       3.42     153.57       7.09       9.02      16.86
    1886.06       5.25       0.23       0.30       7.52    1886.46       3.43     162.64       7.13       9.29      17.83
    1886.07       5.33       0.23       0.31       7.61    1886.54       3.45     163.05       6.98       9.33      17.85
    1886.08       5.37       0.23       0.31       7.71    1886.62       3.46     162.25       6.85       9.37      17.72
    1886.09       5.51       0.23       0.32       7.71    1886.71       3.47     166.48       6.80       9.52      18.15
     1886.1       5.65       0.22       0.32       7.71    1886.79       3.48     170.71       6.75       9.67      18.56
    1886.11       5.79       0.22       0.33       7.71    1886.87       3.50     174.94       6.70       9.82      18.97
    1886.12       5.64       0.22       0.33       7.80    1886.96       3.51     168.33       6.57       9.85      18.19
    1887.01       5.58       0.22       0.33       7.99    1887.04       3.52     162.57       6.48       9.69      17.51
    1887.02       5.54       0.23       0.34       8.09    1887.12       3.53     159.51       6.48       9.65      17.13
    1887.03       5.67       0.23       0.34       8.09    1887.21       3.55     163.25       6.55       9.72      17.47
    1887.04       5.80       0.23       0.34       8.09    1887.29       3.56     166.99       6.62       9.79      17.82
    1887.05       5.90       0.23       0.34       8.09    1887.37       3.57     169.87       6.69       9.86      18.08
    1887.06       5.73       0.24       0.35       7.99    1887.46       3.58     166.94       6.85      10.05      17.71
    1887.07       5.59       0.24       0.35       7.90    1887.54       3.60     164.82       7.00      10.25      17.43
    1887.08       5.45       0.24       0.35       7.99    1887.62       3.61     158.78       6.99      10.20      16.74
    1887.09       5.38       0.24       0.35       7.90    1887.71       3.62     158.63       7.15      10.39      16.68
     1887.1       5.20       0.25       0.36       7.99    1887.79       3.63     151.50       7.14      10.34      15.88
    1887.11       5.30       0.25       0.36       8.09    1887.87       3.65     152.60       7.13      10.29      15.95
    1887.12       5.27       0.25       0.36       8.28    1887.96       3.66     148.24       7.03      10.13      15.46
    1888.01       5.31       0.25       0.35       8.37    1888.04       3.67     147.67       6.91       9.78      15.36
    1888.02       5.28       0.25       0.34       8.28    1888.12       3.65     148.53       6.94       9.66      15.42
    1888.03       5.08       0.25       0.34       8.28    1888.21       3.63     142.90       6.89       9.42      14.81
    1888.04       5.10       0.24       0.33       8.18    1888.29       3.62     145.13       6.92       9.30      15.02
    1888.05       5.17       0.24       0.32       8.09    1888.37       3.60     148.85       6.96       9.16      15.39
    1888.06       5.01       0.24       0.31       7.99    1888.46       3.58     145.96       6.99       9.03      15.08
    1888.07       5.14       0.24       0.30       8.09    1888.54       3.56     147.99       6.86       8.69      15.28
    1888.08       5.25       0.24       0.29       8.09    1888.62       3.54     151.16       6.82       8.44      15.60
    1888.09       5.38       0.24       0.29       8.09    1888.71       3.52     154.90       6.77       8.21      15.99
     1888.1       5.35       0.23       0.28       8.18    1888.79       3.51     152.25       6.64       7.87      15.72
    1888.11       5.24       0.23       0.27       8.28    1888.87       3.49     147.40       6.52       7.55      15.22
    1888.12       5.14       0.23       0.26       8.28    1888.96       3.47     144.59       6.47       7.31      14.95
    1889.01       5.24       0.23       0.26       7.99    1889.04       3.45     152.66       6.68       7.67      15.80
    1889.02       5.30       0.23       0.27       7.90    1889.12       3.45     156.27       6.73       7.86      16.19
    1889.03       5.19       0.23       0.27       7.80    1889.21       3.45     154.90       6.79       8.06      16.07
    1889.04       5.18       0.23       0.27       7.80    1889.29       3.44     154.60       6.77       8.16      16.05
    1889.05       5.32       0.23       0.28       7.61    1889.37       3.44     162.75       6.91       8.46      16.92
    1889.06       5.41       0.23       0.28       7.61    1889.46       3.44     165.50       6.88       8.57      17.22
    1889.07       5.30       0.22       0.28       7.61    1889.54       3.44     162.13       6.86       8.67      16.89
    1889.08       5.37       0.22       0.29       7.61    1889.62       3.43     164.28       6.83       8.77      17.13
    1889.09       5.50       0.22       0.29       7.71    1889.71       3.43     166.17       6.72       8.76      17.35
     1889.1       5.40       0.22       0.29       7.71    1889.79       3.43     163.15       6.70       8.86      17.05
    1889.11       5.35       0.22       0.30       7.71    1889.87       3.43     161.64       6.67       8.96      16.91
    1889.12       5.32       0.22       0.30       7.80    1889.96       3.42     158.78       6.57       8.95      16.61
    1890.01       5.38       0.22       0.30       7.61    1890.04       3.42     164.58       6.73       9.15      17.22
    1890.02       5.32       0.22       0.30       7.61    1890.12       3.44     162.75       6.73       9.13      17.03
    1890.03       5.28       0.22       0.30       7.61    1890.21       3.45     161.52       6.73       9.10      16.90
    1890.04       5.39       0.22       0.30       7.61    1890.29       3.47     164.89       6.73       9.08      17.26
    1890.05       5.62       0.22       0.30       7.71    1890.37       3.49     169.80       6.65       8.94      17.79
    1890.06       5.58       0.22       0.30       7.71    1890.46       3.50     168.59       6.65       8.91      17.68
    1890.07       5.54       0.22       0.29       7.71    1890.54       3.52     167.38       6.65       8.89      17.59
    1890.08       5.41       0.22       0.29       7.99    1890.62       3.54     157.62       6.41       8.55      16.60
    1890.09       5.32       0.22       0.29       8.09    1890.71       3.55     153.17       6.33       8.42      16.17
     1890.1       5.08       0.22       0.29       8.09    1890.79       3.57     146.26       6.33       8.40      15.48
    1890.11       4.71       0.22       0.29       7.90    1890.87       3.59     138.88       6.49       8.57      14.75
    1890.12       4.60       0.22       0.29       7.90    1890.96       3.60     135.63       6.49       8.55      14.44
    1891.01       4.84       0.22       0.29       7.80    1891.04       3.62     144.45       6.57       8.78      15.43
    1891.02       4.90       0.22       0.30       7.90    1891.12       3.62     144.48       6.49       8.80      15.48
    1891.03       4.81       0.22       0.30       7.99    1891.21       3.62     140.14       6.41       8.81      15.05
    1891.04       4.97       0.22       0.31       8.09    1891.29       3.62     143.10       6.33       8.83      15.41
    1891.05       4.95       0.22       0.31       7.99    1891.37       3.61     144.22       6.41       9.06      15.57
    1891.06       4.85       0.22       0.32       7.80    1891.46       3.61     144.75       6.57       9.40      15.66
    1891.07       4.77       0.22       0.32       7.71    1891.54       3.61     144.12       6.65       9.64      15.62
    1891.08       4.93       0.22       0.32       7.71    1891.62       3.61     148.95       6.65       9.77      16.16
    1891.09       5.33       0.22       0.33       7.61    1891.71       3.61     163.05       6.73      10.02      17.71
     1891.1       5.33       0.22       0.33       7.61    1891.79       3.61     163.05       6.73      10.15      17.72
    1891.11       5.25       0.22       0.34       7.52    1891.87       3.60     162.64       6.82      10.40      17.67
    1891.12       5.41       0.22       0.34       7.52    1891.96       3.60     167.59       6.82      10.53      18.21
    1892.01       5.51       0.22       0.34       7.33    1892.04       3.60     175.13       7.05      10.89      19.02
    1892.02       5.52       0.22       0.35       7.33    1892.12       3.61     175.44       7.10      10.97      19.04
    1892.03       5.58       0.23       0.35       7.14    1892.21       3.63     182.08       7.34      11.34      19.74
    1892.04       5.57       0.23       0.35       7.04    1892.29       3.64     184.21       7.50      11.58      19.94
    1892.05       5.57       0.23       0.35       7.04    1892.37       3.65     184.21       7.55      11.66      19.91
    1892.06       5.54       0.23       0.36       7.04    1892.46       3.66     183.22       7.61      11.74      19.77
    1892.07       5.54       0.23       0.36       7.23    1892.54       3.68     178.40       7.46      11.51      19.21
    1892.08       5.62       0.23       0.36       7.33    1892.62       3.69     178.62       7.42      11.44      19.20
    1892.09       5.48       0.24       0.36       7.33    1892.71       3.70     174.17       7.47      11.52      18.69
     1892.1       5.59       0.24       0.37       7.33    1892.79       3.71     177.67       7.52      11.60      19.04
    1892.11       5.57       0.24       0.37       7.52    1892.87       3.73     172.55       7.38      11.38      18.46
    1892.12       5.51       0.24       0.37       7.61    1892.96       3.74     168.56       7.34      11.32      18.01
    1893.01       5.61       0.24       0.36       7.90    1893.04       3.75     165.41       7.10      10.64      17.66
    1893.02       5.51       0.24       0.35       7.99    1893.12       3.75     160.53       7.04      10.25      17.13
    1893.03       5.31       0.24       0.34       7.80    1893.21       3.74     158.48       7.24      10.22      16.90
    1893.04       5.31       0.24       0.33       7.71    1893.29       3.74     160.43       7.35      10.07      17.10
    1893.05       4.84       0.24       0.32       7.61    1893.37       3.73     148.06       7.47       9.92      15.78
    1893.06       4.61       0.25       0.32       7.42    1893.46       3.73     144.64       7.69       9.88      15.42
    1893.07       4.18       0.25       0.31       7.23    1893.54       3.73     134.60       7.92       9.85      14.35
    1893.08       4.08       0.25       0.30       6.95    1893.62       3.72     136.78       8.27       9.95      14.59
    1893.09       4.37       0.25       0.29       7.23    1893.71       3.72     140.72       7.97       9.26      15.01
     1893.1       4.50       0.25       0.28       7.33    1893.79       3.71     143.02       7.89       8.85      15.27
    1893.11       4.57       0.25       0.27       7.14    1893.87       3.71     149.12       8.13       8.78      15.94
    1893.12       4.41       0.25       0.26       7.04    1893.96       3.70     145.85       8.27       8.60      15.61
    1894.01       4.32       0.25       0.25       6.85    1894.04       3.70     146.84       8.39       8.56      15.74
    1894.02       4.38       0.24       0.24       6.76    1894.12       3.68     150.97       8.39       8.39      16.20
    1894.03       4.51       0.24       0.24       6.57    1894.21       3.66     159.96       8.51       8.34      17.19
    1894.04       4.57       0.24       0.23       6.57    1894.29       3.64     162.09       8.40       8.04      17.43
    1894.05       4.40       0.23       0.22       6.57    1894.37       3.62     156.06       8.27       7.74      16.81
    1894.06       4.34       0.23       0.21       6.57    1894.46       3.60     153.93       8.16       7.45      16.61
    1894.07       4.25       0.23       0.20       6.57    1894.54       3.58     150.74       8.04       7.15      16.29
    1894.08       4.41       0.22       0.19       6.76    1894.62       3.56     152.01       7.70       6.66      16.46
    1894.09       4.48       0.22       0.19       6.85    1894.71       3.54     152.28       7.48       6.29      16.52
     1894.1       4.34       0.22       0.18       6.66    1894.79       3.52     151.73       7.58       6.18      16.50
    1894.11       4.34       0.21       0.17       6.66    1894.87       3.50     151.73       7.46       5.88      16.54
    1894.12       4.30       0.21       0.16       6.57    1894.96       3.48     152.51       7.45       5.67      16.67
    1895.01       4.25       0.21       0.17       6.57    1895.04       3.46     150.74       7.39       5.94      16.52
    1895.02       4.19       0.21       0.18       6.57    1895.12       3.47     148.61       7.33       6.21      16.33
    1895.03       4.19       0.21       0.18       6.57    1895.21       3.48     148.61       7.27       6.47      16.36
    1895.04       4.37       0.20       0.19       6.85    1895.29       3.50     148.54       6.91       6.46      16.39
    1895.05       4.61       0.20       0.20       6.95    1895.37       3.51     154.55       6.76       6.62      17.08
    1895.06       4.70       0.20       0.21       7.04    1895.46       3.52     155.44       6.61       6.78      17.21
    1895.07       4.72       0.20       0.21       6.95    1895.54       3.53     158.24       6.65       7.12      17.55
    1895.08       4.79       0.20       0.22       6.85    1895.62       3.54     162.81       6.69       7.48      18.07
