Date,Open,High,Low,Close,Volume,Adj Close
2001-01-05,289.91000000000003,289.91000000000003,289.91000000000003,289.91000000000003,0,289.91000000000003
2001-01-08,287.68000000000001,287.68000000000001,287.68000000000001,287.68000000000001,0,287.68000000000001
2001-01-09,282.58999999999997,282.58999999999997,282.58999999999997,282.58999999999997,0,282.58999999999997
2001-01-10,280.31999999999999,280.31999999999999,280.31999999999999,280.31999999999999,0,280.31999999999999
2001-01-11,286.04000000000002,286.04000000000002,286.04000000000002,286.04000000000002,0,286.04000000000002
2001-01-12,290.88999999999999,290.88999999999999,290.88999999999999,290.88999999999999,0,290.88999999999999
2001-01-15,294.61000000000001,294.61000000000001,294.61000000000001,294.61000000000001,0,294.61000000000001
2001-01-16,288.31,288.31,288.31,288.31,0,288.31
2001-01-17,298.26999999999998,298.26999999999998,298.26999999999998,298.26999999999998,0,298.26999999999998
2001-01-18,301.11000000000001,301.11000000000001,301.11000000000001,301.11000000000001,0,301.11000000000001
2001-01-19,300.82999999999998,300.82999999999998,300.82999999999998,300.82999999999998,0,300.82999999999998
2001-01-22,299.25,299.25,299.25,299.25,0,299.25
2001-01-23,294.98000000000002,294.98000000000002,294.98000000000002,294.98000000000002,0,294.98000000000002
2001-01-24,298.76999999999998,298.76999999999998,298.76999999999998,298.76999999999998,0,298.76999999999998
2001-01-25,303.33999999999997,303.33999999999997,303.33999999999997,303.33999999999997,0,303.33999999999997
2001-01-26,292.82999999999998,292.82999999999998,292.82999999999998,292.82999999999998,0,292.82999999999998
2001-01-29,294.62,294.62,294.62,294.62,0,294.62
2001-01-30,297.97000000000003,297.97000000000003,297.97000000000003,297.97000000000003,0,297.97000000000003
2001-01-31,303.88,303.88,303.88,303.88,0,303.88
2001-02-01,300.75999999999999,300.75999999999999,300.75999999999999,300.75999999999999,0,300.75999999999999
2001-02-02,297.83999999999997,297.83999999999997,297.83999999999997,297.83999999999997,0,297.83999999999997
2001-02-05,293.24000000000001,293.24000000000001,293.24000000000001,293.24000000000001,0,293.24000000000001
2001-02-06,295.92000000000002,295.92000000000002,295.92000000000002,295.92000000000002,0,295.92000000000002
2001-02-07,291.22000000000003,291.22000000000003,291.22000000000003,291.22000000000003,0,291.22000000000003
2001-02-08,288.81,288.81,288.81,288.81,0,288.81
2001-02-09,280.97000000000003,280.97000000000003,280.97000000000003,280.97000000000003,0,280.97000000000003
2001-02-12,282.44,282.44,282.44,282.44,0,282.44
2001-02-13,282.22000000000003,282.22000000000003,282.22000000000003,282.22000000000003,0,282.22000000000003
2001-02-14,274.08999999999997,274.08999999999997,274.08999999999997,274.08999999999997,0,274.08999999999997
2001-02-15,281.51999999999998,281.51999999999998,281.51999999999998,281.51999999999998,0,281.51999999999998
2001-02-16,274.0,274.0,274.0,274.0,0,274.0
2001-02-19,274.58999999999997,274.58999999999997,274.58999999999997,274.58999999999997,0,274.58999999999997
2001-02-20,274.22000000000003,274.22000000000003,274.22000000000003,274.22000000000003,0,274.22000000000003
2001-02-21,271.97000000000003,271.97000000000003,271.97000000000003,271.97000000000003,0,271.97000000000003
2001-02-22,267.16000000000003,267.16000000000003,267.16000000000003,267.16000000000003,0,267.16000000000003
2001-02-23,262.38,262.38,262.38,262.38,0,262.38
2001-02-26,268.89999999999998,268.89999999999998,268.89999999999998,268.89999999999998,0,268.89999999999998
2001-02-27,271.62,271.62,271.62,271.62,0,271.62
2001-02-28,270.67000000000002,270.67000000000002,270.67000000000002,270.67000000000002,0,270.67000000000002
2001-03-01,263.63,263.63,263.63,263.63,0,263.63
2001-03-02,269.82999999999998,269.82999999999998,269.82999999999998,269.82999999999998,0,269.82999999999998
2001-03-05,272.05000000000001,272.05000000000001,272.05000000000001,272.05000000000001,0,272.05000000000001
2001-03-06,278.39999999999998,278.39999999999998,278.39999999999998,278.39999999999998,0,278.39999999999998
2001-03-07,278.57999999999998,278.57999999999998,278.57999999999998,278.57999999999998,0,278.57999999999998
2001-03-08,274.38999999999999,274.38999999999999,274.38999999999999,274.38999999999999,0,274.38999999999999
2001-03-09,270.02999999999997,270.02999999999997,270.02999999999997,270.02999999999997,0,270.02999999999997
2001-03-12,253.97,253.97,253.97,253.97,0,253.97
2001-03-13,252.62,252.62,252.62,252.62,0,252.62
2001-03-14,246.06,246.06,246.06,246.06,0,246.06
2001-03-15,250.66999999999999,250.66999999999999,250.66999999999999,250.66999999999999,0,250.66999999999999
2001-03-16,244.08000000000001,244.08000000000001,244.08000000000001,244.08000000000001,0,244.08000000000001
2001-03-19,242.19999999999999,242.19999999999999,242.19999999999999,242.19999999999999,0,242.19999999999999
2001-03-20,247.05000000000001,247.05000000000001,247.05000000000001,247.05000000000001,0,247.05000000000001
2001-03-21,239.97,239.97,239.97,239.97,0,239.97
2001-03-22,232.31999999999999,232.31999999999999,232.31999999999999,232.31999999999999,0,232.31999999999999
2001-03-23,236.80000000000001,236.80000000000001,236.80000000000001,236.80000000000001,0,236.80000000000001
2001-03-26,246.41,246.41,246.41,246.41,0,246.41
2001-03-27,252.68000000000001,252.68000000000001,252.68000000000001,252.68000000000001,0,252.68000000000001
2001-03-28,243.09999999999999,243.09999999999999,243.09999999999999,243.09999999999999,0,243.09999999999999
2001-03-29,238.03999999999999,238.03999999999999,238.03999999999999,238.03999999999999,0,238.03999999999999
2001-03-30,235.83000000000001,235.83000000000001,235.83000000000001,235.83000000000001,0,235.83000000000001
2001-04-02,231.19999999999999,231.19999999999999,231.19999999999999,231.19999999999999,0,231.19999999999999
2001-04-03,225.63999999999999,225.63999999999999,225.63999999999999,225.63999999999999,0,225.63999999999999
2001-04-04,227.96000000000001,227.96000000000001,227.96000000000001,227.96000000000001,0,227.96000000000001
2001-04-05,238.69,238.69,238.69,238.69,0,238.69
2001-04-06,233.28999999999999,233.28999999999999,233.28999999999999,233.28999999999999,0,233.28999999999999
2001-04-09,240.62,240.62,240.62,240.62,0,240.62
2001-04-10,246.93000000000001,246.93000000000001,246.93000000000001,246.93000000000001,0,246.93000000000001
2001-04-11,244.74000000000001,244.74000000000001,244.74000000000001,244.74000000000001,0,244.74000000000001
2001-04-12,240.43000000000001,240.43000000000001,240.43000000000001,240.43000000000001,0,240.43000000000001
2001-04-13,240.43000000000001,240.43000000000001,240.43000000000001,240.43000000000001,0,240.43000000000001
2001-04-16,240.43000000000001,240.43000000000001,240.43000000000001,240.43000000000001,0,240.43000000000001
2001-04-17,239.5,239.5,239.5,239.5,0,239.5
2001-04-18,251.41999999999999,251.41999999999999,251.41999999999999,251.41999999999999,0,251.41999999999999
2001-04-19,256.93000000000001,256.93000000000001,256.93000000000001,256.93000000000001,0,256.93000000000001
2001-04-20,249.15000000000001,249.15000000000001,249.15000000000001,249.15000000000001,0,249.15000000000001
2001-04-23,244.37,244.37,244.37,244.37,0,244.37
2001-04-24,245.72999999999999,245.72999999999999,245.72999999999999,245.72999999999999,0,245.72999999999999
2001-04-25,247.19,247.19,247.19,247.19,0,247.19
2001-04-26,249.06999999999999,249.06999999999999,249.06999999999999,249.06999999999999,0,249.06999999999999
2001-04-27,253.61000000000001,253.61000000000001,253.61000000000001,253.61000000000001,0,253.61000000000001
2001-04-30,260.11000000000001,260.11000000000001,260.11000000000001,260.11000000000001,0,260.11000000000001
2001-05-01,260.11000000000001,260.11000000000001,260.11000000000001,260.11000000000001,0,260.11000000000001
2001-05-02,260.31,260.31,260.31,260.31,0,260.31
2001-05-03,253.97,253.97,253.97,253.97,0,253.97
2001-05-04,257.63,257.63,257.63,257.63,0,257.63
2001-05-07,259.64999999999998,259.64999999999998,259.64999999999998,259.64999999999998,0,259.64999999999998
2001-05-08,256.44,256.44,256.44,256.44,0,256.44
2001-05-09,254.43000000000001,254.43000000000001,254.43000000000001,254.43000000000001,0,254.43000000000001
2001-05-10,256.92000000000002,256.92000000000002,256.92000000000002,256.92000000000002,0,256.92000000000002
